"Latitude","Longitude","Noise Level","Pressure","Relative Humidity","Temperature"
45.29745,18.8127567,"",1006.5,35.875,27.5
45.29745,18.8127567,1,1006.5,35.875,27.5
45.2800383,18.8202,1,1006.5,34,31.75
45.2779267,18.787755,"",970.625,21.625,31.75
45.277385,18.7888917,"",1013.75,"",""
45.2919767,18.7845383,1,1064.125,45.125,32.125
45.28692,18.763055,"",999.25,80.375,39
45.2922,18.81215,"",1006.5,35.875,27.5
45.2890436,18.788515,1,1028.125,77.75,34.25
45.2927374,18.8126613,1,1049.75,77.75,34.25
45.29745,18.8127567,"",1006.5,35.875,27.5
45.287515,18.7822967,1,1028.125,41.25,29.25
45.2849117,18.7788733,2,1020.875,64.125,34.25
45.2919767,18.7845383,"",1064.125,45.125,32.125
45.28793,18.806125,2,1035.25,78.375,34.25
45.2862667,18.772075,"",999.25,80.375,39
45.2803083,18.7937217,"",1042.5,41.25,26.75
45.2990167,18.8118022,"",999.25,80.375,39
45.292732,18.8061179,2,1049.75,77.75,34.25
45.28072,18.8081967,2,992.25,64.75,39
45.271725,18.7943,2,1035.25,39.25,36.625
45.28767,18.8061867,1,985,66,22
45.2862783,18.79299,"",999.25,34,31.75
45.2800383,18.8202,"",1006.5,34,31.75
45.2824083,18.7925017,"",1013.75,"",""
45.28072,18.8081967,"",1028.125,72.5,22
45.293215,18.8014517,2,1078.375,82.375,34.25
45.2957067,18.80803,2,1020.875,30.125,26.75
45.2688567,18.7991683,1,1013.75,51,31.75
45.293215,18.8014517,2,985,66,22
45.271725,18.7943,1,1006.5,81.75,26.75
45.2800383,18.8202,1,1006.5,34,31.75
45.2688567,18.7991683,"",985,68.625,19.5
45.2965317,18.798155,1,1056.875,17.625,34.25
45.2919767,18.7845383,"",1064.125,45.125,32.125
45.28933,18.7739633,1,1006.5,45.75,39
45.2847033,18.7954633,"",1013.75,"",""
45.283665,18.7964633,2,999.25,34.625,24.375
45.2858683,18.8146683,1,1006.5,77.75,34.25
45.2934417,18.7873817,"",1013.75,"",""
45.303795,18.8249433,1,1006.5,62.125,31.75
45.2919767,18.7845383,1,1064.125,45.125,32.125
45.2940217,18.8248367,"",1006.5,62.125,31.75
45.2919767,18.7845383,"",1064.125,45.125,32.125
45.2738517,18.8019217,"",970.625,"",""
45.2787733,18.7835267,"",1013.75,"",""
45.29745,18.8127567,"",1064.125,45.125,32.125
45.283665,18.7964633,2,999.25,34.625,24.375
45.2904463,18.8044914,2,1013.75,"",""
45.284005,18.8221533,1,1028.125,73.25,29.25
45.2890727,18.8012999,2,1020.875,40.5,29.25
45.291915,18.795815,2,1006.5,43.125,36.625
45.28767,18.8061867,2,985,66,22
45.2822883,18.8033167,"",1013.75,"",""
45.2863483,18.7665417,1,1006,41,39
45.298105,18.81545,"",999.25,80.375,39
45.2688567,18.7991683,"",1013.75,51,31.75
45.284005,18.8221533,1,1028.125,73.25,29.25
45.271725,18.7943,1,1006.5,81.75,26.75
45.2862783,18.79299,2,1028.125,32,24.375
45.2830067,18.7684267,"",999.25,80.375,39
45.2957067,18.80803,2,1035.25,45.75,36.625
45.29745,18.8127567,1,1006.5,35.875,27.5
45.284005,18.8221533,1,1028.125,73.25,29.25
45.2839767,18.7700783,1,1028.125,38.625,36.625
45.276875,18.78424,"",1042.5,41.25,26.75
45.29745,18.8127567,"",1006.5,35.875,27.5
45.2738517,18.8019217,"",970.625,"",""
45.2922,18.81215,"",1006.5,35.875,27.5
45.27772,18.8114,"",985,68.625,19.5
45.275685,18.7988167,"",1013.75,51,31.75
45.2940217,18.8248367,2,1006.5,62.125,31.75
45.303795,18.8249433,2,1006.5,62.125,31.75
45.2919767,18.7845383,"",1064.125,45.125,32.125
45.28933,18.7739633,2,1006.5,45.75,39
45.2777567,18.787275,"",1013.75,"",""
45.2779267,18.787755,"",970.625,21.625,31.75
45.2800383,18.8202,"",1006.5,34,31.75
45.2701033,18.8078267,"",1020.875,16.25,24.375
45.2990071,18.8053524,1,1049.75,77.75,34.25
45.271725,18.7943,1,1006.5,81.75,26.75
45.2978609,18.8033338,1,1049.75,77.75,34.25
45.2757533,18.7959386,"",1049.75,77.75,34.25
45.2800383,18.8202,1,1006.5,34,31.75
45.275685,18.7988167,"",1013.75,51,31.75
45.2738517,18.8019217,"",970.625,"",""
45.290715,18.795025,1,1020.875,40.5,26.75
45.2921733,18.8170783,2,1028.125,78.375,31.75
45.291915,18.795815,2,1006.5,43.125,36.625
45.2716433,18.8012467,1,1013.75,26.125,24.375
45.2957067,18.80803,1,1035.25,45.75,36.625
45.303795,18.8249433,"",1006.5,62.125,31.75
45.2919767,18.7845383,"",1064.125,45.125,32.125
45.290905,18.8010183,1,1035.25,78.375,34.25
45.2950764,18.801774,"",1006.5,77.75,34.25
45.2921733,18.8170783,2,1006.5,81.75,26.75
45.2772117,18.8140867,"",1020.875,51.625,29.25
45.2921983,18.813247,"",1006.5,35.875,27.5
45.2688567,18.7991683,"",1013.75,51,31.75
45.28933,18.7739633,1,1006.5,45.75,39
45.2940569,18.8070049,1,1049.75,77.75,34.25
45.2688567,18.7991683,"",1013.75,51,31.75
45.2854517,18.7681617,1,1007,46.375,39
45.284005,18.8221533,2,1028.125,73.25,29.25
45.275685,18.7988167,1,1013.75,51,31.75
45.2958764,18.8127764,"",999.25,80.375,39
45.291915,18.795815,1,1035.25,50.25,24.375
45.2975017,18.8116733,"",999.25,80.375,39
45.2971384,18.8026417,"",999.25,80.375,39
45.2849117,18.7788733,1,1020.875,64.125,34.25
45.295925,18.8015517,1,999.25,51.625,24.375
45.28222,18.7957683,"",1028.125,77.75,34.25
45.2803083,18.7937217,1,1042.5,41.25,26.75
45.2890749,18.8117565,1,1006.5,77.75,34.25
45.2921733,18.8170783,2,1028.125,78.375,31.75
45.2935617,18.7675617,"",999.25,80.375,39
45.28355,18.7619533,"",999.25,80.375,39
45.2957067,18.80803,1,1035.25,45.75,36.625
45.2922,18.81215,"",1006.5,35.875,27.5
45.2688567,18.7991683,"",1013.75,51,31.75
45.2701033,18.8078267,"",1020.875,16.25,24.375
45.2816,18.8210217,"",985,68.625,19.5
45.29745,18.8127567,"",1064.125,45.125,32.125
45.2921983,18.8132508,"",1006.5,35.875,27.5
45.2919767,18.7845383,"",1064.125,45.125,32.125
45.2965317,18.798155,1,1056.875,17.625,34.25
45.2688567,18.7991683,"",1013.75,51,31.75
45.2921983,18.813247,"",1006.5,35.875,27.5
45.28825,18.8010833,2,1049.75,35.875,39
45.2922,18.81215,2,1006.5,35.875,27.5
45.2850767,18.80875,"",1013.75,"",""
45.2964901,18.7977313,"",1020.875,33.25,29.25
45.2816,18.8210217,1,985,68.625,19.5
45.282435,18.8166617,"",999.25,66.75,19.5
45.271725,18.7943,2,1006.5,81.75,26.75
45.2862783,18.79299,1,999.25,36.625,39
45.2853094,18.7758182,1,1035.25,28.75,26.75
45.276875,18.78424,"",1042.5,41.25,26.75
45.28222,18.7957683,1,1028.125,77.75,34.25
45.2885026,18.7796728,1,1035.25,28.75,26.75
45.282435,18.8166617,"",1020.875,51.625,29.25
45.275685,18.7988167,"",1013.75,51,31.75
45.2862783,18.79299,"",999.25,36.625,24.375
45.276065,18.7915233,"",1013.75,"",""
45.2921983,18.813247,"",1006.5,35.875,27.5
45.2922,18.81215,1,1006.5,35.875,27.5
45.276875,18.78424,"",1042.5,41.25,26.75
45.28005,18.778735,"",1013.75,"",""
45.2965317,18.798155,1,1056.875,17.625,34.25
45.2816,18.8210217,"",985,68.625,19.5
45.29745,18.8127567,"",1064.125,45.125,32.125
45.2887,18.8057017,2,1013.75,"",""
45.2772117,18.8140867,2,1020.875,64.125,34.25
45.28767,18.8061867,2,985,66,22
45.2816,18.8210217,1,985,68.625,19.5
45.27281,18.7960683,"",1049.75,89.5,26.75
45.28811,18.7712074,"",1007,47,35
45.2890727,18.8012999,1,1028.125,44.375,26.75
45.2965317,18.798155,1,1056.875,17.625,34.25
45.2912817,18.78396,1,1020.875,33.25,29.25
45.2688567,18.7991683,"",1013.75,51,31.75
45.2940217,18.8248367,2,1006.5,62.125,31.75
45.2893033,18.8055767,2,1013.75,"",""
45.290845,18.7642567,"",999.25,80.375,39
45.2803083,18.7937217,"",1042.5,41.25,26.75
45.2701033,18.8078267,1,1006.5,34,31.75
45.283665,18.7964633,2,999.25,34.625,24.375
45.2932576,18.7884589,"",1013.75,"",""
45.2701033,18.8078267,"",1020.875,16.25,24.375
45.2993883,18.8177367,1,1020.875,16.25,24.375
45.2922,18.81215,"",1006.5,35.875,27.5
45.295925,18.8015517,1,999.25,51.625,24.375
45.276875,18.78424,1,1013.75,51,31.75
45.2921733,18.8170783,1,1006.5,81.75,26.75
45.2737333,18.8039167,"",1013.75,"",""
45.29745,18.8127567,"",1006.5,35.875,27.5
45.2816,18.8210217,1,985,68.625,19.5
45.2688567,18.7991683,"",985,68.625,19.5
45.28072,18.8081967,1,1028.125,72.5,22
45.2790323,18.7888224,"",970.625,21.625,31.75
45.2800383,18.8202,"",1006.5,34,31.75
45.2919767,18.7845383,"",1064.125,45.125,32.125
45.2924017,18.7688233,"",1020.875,49.75,26.75
45.271725,18.7943,2,1035.25,39.25,36.625
45.2965317,18.798155,1,1056.875,17.625,34.25
45.2915739,18.8101156,2,1049.75,77.75,34.25
45.29435,18.800505,"",1006.5,77.75,34.25
45.28933,18.7739633,2,1006.5,45.75,39
45.28825,18.8010833,2,1028.125,38.625,22
45.29745,18.8127567,"",1006.5,35.875,27.5
45.271725,18.7943,2,1035.25,39.25,36.625
45.290271,18.8039016,1,1013.75,"",""
45.29745,18.8127567,"",1064.125,45.125,32.125
45.2890727,18.8012999,2,1028.125,44.375,26.75
45.2779267,18.787755,"",970.625,21.625,31.75
45.2928617,18.80023,1,999.25,51.625,24.375
45.2856861,18.786386,1,1006.5,77.75,34.25
45.2928617,18.80023,"",999.25,51.625,24.375
45.2701033,18.8078267,1,1020.875,16.25,24.375
45.2803083,18.7937217,1,1042.5,41.25,26.75
45.2921983,18.8132432,"",1006.5,35.875,27.5
45.2984433,18.8141633,"",1020.875,72.5,29.25
45.2868973,18.8130765,1,1006.5,77.75,34.25
45.2993883,18.8177367,"",1006.5,69.875,36.625
45.2738517,18.8019217,"",970.625,"",""
45.2965317,18.798155,2,1006.5,62.125,31.75
45.2921983,18.8132432,"",1006.5,35.875,27.5
45.283005,18.7831933,"",1006.5,77.75,34.25
45.2984433,18.8141633,"",1020.875,72.5,29.25
45.293215,18.8014517,1,985,66,22
45.29012,18.8078972,2,1049.75,77.75,34.25
45.290214,18.8041528,1,1013.75,"",""
45.28767,18.8061867,1,985,66,22
45.2965317,18.798155,2,1056.875,17.625,34.25
45.2993883,18.8177367,1,1020.875,16.25,24.375
45.2919767,18.7845383,"",1064.125,45.125,32.125
45.283665,18.7964633,2,999.25,34.625,24.375
45.29331,18.8279983,"",1006.5,77.75,34.25
45.2919767,18.7845383,"",1064.125,45.125,32.125
45.291175,18.800255,2,1013.75,"",""
45.2790323,18.7888224,"",970.625,21.625,31.75
45.291915,18.795815,1,1035.25,50.25,24.375
45.295925,18.8015517,1,999.25,51.625,24.375
45.2914017,18.8095133,1,1049.75,77.75,34.25
45.2778717,18.7953817,"",1028.125,77.75,34.25
45.276875,18.78424,"",1042.5,41.25,26.75
45.283665,18.7964633,2,999.25,34.625,24.375
45.29046,18.7732883,"",1012.25,52,32
45.2965317,18.798155,1,1056.875,17.625,34.25
45.2862783,18.79299,"",999.25,36.625,24.375
45.2839767,18.7700783,2,1006.5,41.75,31.75
45.275685,18.7988167,"",1013.75,51,31.75
45.2919767,18.7845383,"",1064.125,45.125,32.125
45.291522,18.8084834,2,1049.75,77.75,34.25
45.2921983,18.813247,1,1006.5,35.875,27.5
45.2755617,18.7903883,"",970.625,"",""
45.2849117,18.7788733,2,1020.875,64.125,34.25
45.28811,18.7712074,1,1008,39,35
45.290715,18.795025,1,1020.875,40.5,26.75
45.287595,18.760795,"",999.25,80.375,39
45.282915,18.7783533,1,1013.75,"",""
45.2839917,18.7859983,1,1006.5,77.75,34.25
45.27772,18.8114,"",985,68.625,19.5
45.2972483,18.79939,"",1020.875,33.25,29.25
45.2941567,18.8246933,"",1006.5,77.75,34.25
45.271725,18.7943,1,1035.25,39.25,36.625
45.28817,18.7697483,"",1010,50,31
45.2957067,18.80803,2,1035.25,45.75,36.625
45.29745,18.8127567,"",1064.125,45.125,32.125
45.2716433,18.8012467,"",1013.75,26.125,24.375
45.2862783,18.79299,"",999.25,36.625,24.375
45.2977999,18.8033302,1,1049.75,77.75,34.25
45.2856922,18.8059089,"",1013.75,"",""
45.2922,18.81215,"",1006.5,35.875,27.5
45.2701033,18.8078267,1,1006.5,34,31.75
45.295925,18.8015517,1,1056.875,17.625,34.25
45.2877465,18.8142472,1,1006.5,77.75,34.25
45.2984433,18.8141633,"",1020.875,72.5,29.25
45.2851967,18.8135983,"",1013.75,"",""
45.2833067,18.7953383,"",1028.125,77.75,34.25
45.287535,18.7884717,"",1028.125,77.75,34.25
45.27772,18.8114,"",985,68.625,19.5
45.296715,18.80389,"",999.25,80.375,39
45.2991913,18.8045779,1,1049.75,77.75,34.25
45.2940217,18.8248367,1,1006.5,62.125,31.75
45.283665,18.7964633,2,999.25,34.625,24.375
45.28793,18.806125,2,1020.875,27.5,26.75
45.2796909,18.7954252,1,1028.125,77.75,34.25
45.295925,18.8015517,"",999.25,51.625,24.375
45.2957067,18.80803,1,1035.25,45.75,36.625
45.287515,18.7822967,2,1006.5,45.75,39
45.2921733,18.8170783,2,1028.125,78.375,31.75
45.2862783,18.79299,2,999.25,34,31.75
45.2902233,18.7694267,1,1013.25,51,33
45.27772,18.8114,"",985,68.625,19.5
45.280475,18.787575,"",1013.75,"",""
45.2688567,18.7991683,"",985,68.625,19.5
45.2993883,18.8177367,1,1020.875,16.25,24.375
45.2879,18.8074817,1,1013.875,35.25,30.75
45.3003967,18.8089983,"",1049.75,77.75,34.25
45.2948033,18.7987883,"",1020.875,33.25,29.25
45.2921983,18.8132508,"",1006.5,35.875,27.5
45.2921983,18.813247,"",1006.5,35.875,27.5
45.2862783,18.79299,2,999.25,34,31.75
45.2922,18.81215,"",985,68.625,19.5
45.2776881,18.7964976,"",1028.125,77.75,34.25
45.2788683,18.8010417,"",1013.75,"",""
45.28933,18.7739633,1,1013.75,34.625,24.375
45.2919767,18.7845383,"",1064.125,45.125,32.125
45.2772117,18.8140867,"",1020.875,51.625,29.25
45.2893183,18.8032517,1,1013.75,40.5,26.75
45.295665,18.8242217,"",1006.5,77.75,34.25
45.2926083,18.8098133,1,1049.75,77.75,34.25
45.2984433,18.8141633,1,1020.875,72.5,29.25
45.29745,18.8127567,"",1064.125,45.125,32.125
45.27772,18.8114,"",985,68.625,19.5
45.2990683,18.80801,"",1049.75,77.75,34.25
45.2871133,18.777825,1,1035.25,28.75,26.75
45.2879017,18.8059617,2,1020.875,41.25,26.75
45.2898467,18.80875,2,1013.75,"",""
45.2993883,18.8177367,"",1006.5,69.875,36.625
45.28767,18.8061867,1,985,66,22
45.2850233,18.81059,1,1006.5,77.75,34.25
45.28767,18.8061867,1,985,66,22
45.27281,18.7960683,1,1042.5,24.75,34.25
45.2896017,18.770465,1,1015.5,70.375,41.5
45.28072,18.8081967,1,1028.125,72.5,22
45.283665,18.7964633,2,999.25,34.625,24.375
45.29745,18.8127567,"",1064.125,45.125,32.125
45.2800383,18.8202,2,1006.5,34,31.75
45.2921733,18.8170783,2,1028.125,78.375,31.75
45.2945417,18.80531,1,1020.875,27.5,26.75
45.292295,18.7856017,"",1013.75,"",""
45.271725,18.7943,2,1035.25,39.25,36.625
45.2915226,18.8048793,2,1049.75,77.75,34.25
45.2942883,18.7871467,"",1013.75,"",""
45.2862783,18.79299,2,999.25,34,31.75
45.290715,18.795025,2,1020.875,40.5,29.25
45.293215,18.8014517,2,985,66,22
45.2701033,18.8078267,1,1020.875,16.25,24.375
45.2839859,18.8070686,1,1013.75,"",""
45.2738517,18.8019217,"",970.625,"",""
45.283665,18.7964633,2,999.25,34.625,24.375
45.27772,18.8114,"",985,68.625,19.5
45.2846951,18.7875259,"",1006.5,77.75,34.25
45.2984433,18.8141633,"",1020.875,72.5,29.25
45.2767833,18.788725,"",1013.75,"",""
45.28825,18.8010833,2,1042.5,40.5,29.25
45.2921733,18.8170783,1,1006.5,81.75,26.75
45.275685,18.7988167,"",1013.75,51,31.75
45.2910267,18.763785,"",999.25,80.375,39
45.28793,18.806125,1,1035.25,78.375,34.25
45.290905,18.8010183,1,1035.25,78.375,34.25
45.2919767,18.7845383,"",1064.125,45.125,32.125
45.28767,18.8061867,2,985,66,22
45.27281,18.7960683,"",1049.75,89.5,26.75
45.276875,18.78424,1,1042.5,41.25,26.75
45.2975235,18.8000848,"",1020.875,33.25,29.25
45.2922,18.81215,1,1006.5,35.875,27.5
45.28767,18.8061867,1,985,66,22
45.2922,18.81215,1,1006.5,35.875,27.5
45.287475,18.7749083,1,999.25,80.375,39
45.294905,18.815235,"",999.25,80.375,39
45.2800383,18.8202,1,1006.5,34,31.75
45.2838545,18.7739668,1,1035.25,28.75,26.75
45.2855433,18.774135,"",999.25,80.375,39
45.2928617,18.80023,2,1028.125,73.25,29.25
